********************************************************************************
Field Output Report, written Thu May 28 11:11:24 2015

Source 1
---------

   ODB: C:/Users/ozarraga/Desktop/BeamOnDisk/beamOnDiskMatrix.odb
   Step: presion
   Frame: Increment     10: Step Time =    1.000

Loc 1 : Surface nodal values from source 1 ( Average criteria = 75%, Not averaged across region boundaries )

Output sorted by column "Node Label".

Field Output reported at element nodes for part: BEAM-1

         Element           Facet            Node          CPRESS
             671               1            8817              0.
             671               1            8818              0.
            1139               1            8818              0.
             671               1            8819              0.
             812               1            8819              0.
            1223               1            8825              0.
             672               1            8825              0.
            1138               1            8826              0.
             672               1            8826              0.
             835               1            8830              0.
             673               1            8830              0.
             673               1            8831              0.
             733               1            8831              0.
             673               1            8832              0.
             751               1            8832              0.
            1538               1            8836              0.
             674               1            8836              0.
             674               1            8837              0.
             978               1            8837              0.
             836               1            8838              0.
             674               1            8838              0.
             732               1            8839              0.
             674               1            8839              0.
             675               1            8846              0.
             761               1            8846              0.
             676               1            8848              0.
             686               1            8848              0.
             676               1            8849              0.
             694               1            8849              0.
             677               1            8852              0.
             688               1            8852              0.
             677               1            8853              0.
             678               1            8853              0.
             679               1            8856              0.
             782               1            8856              0.
             780               1            8858              0.
             680               1            8858              0.
             827               1            8860              0.
             681               1            8860              0.
            1025               1            8862              0.
             682               1            8862              0.
             689               1            8863              0.
             682               1            8863              0.
             684               1            8866              0.
             711               1            8866              0.
             684               1            8867              0.
             731               1            8867              0.
             998               1            8870              0.
             685               1            8870              0.
             742               1            8871              0.
             685               1            8871              0.
             737               1            8875              0.
             686               1            8875              0.
            1522               1            8877              0.
             688               1            8877              0.
             766               1            8879              0.
             689               1            8879              0.
             824               1            8881              0.
             691               1            8881              0.
             741               1            8883              0.
             693               1            8883              0.
             963               1            8884              0.
             693               1            8884              0.
             693               1            8885              0.
            1010               1            8885              0.
             809               1            8886              0.
             693               1            8886              0.
             694               1            8894              0.
             701               1            8894              0.
             695               1            8896              0.
             781               1            8896              0.
             808               1            8897              0.
             695               1            8897              0.
             696               1            8901              0.
            1056               1            8901              0.
             696               1            8902              0.
            1131               1            8902              0.
             696               1            8903              0.
             986               1            8903              0.
            1008               1            8904              0.
             696               1            8904              0.
             754               1            8912              0.
             697               1            8912              0.
             698               1            8914              0.
             943               1            8914              0.
             758               1            8916              0.
             700               1            8916              0.
             701               1            8918              0.
             762               1            8918              0.
             934               1            8920              0.
             705               1            8920              0.
             714               1            8922              0.
             706               1            8922              0.
             770               1            8924              0.
             707               1            8924              0.
             716               1            8926              0.
             708               1            8926              0.
             886               1            8928              0.
             709               1            8928              0.
             885               1            8929              0.
             709               1            8929              0.
             710               1            8932              0.
             885               1            8932              0.
             712               1            8934              0.
             834               1            8934              0.
             863               1            8935              0.
             712               1            8935              0.
             713               1            8938              0.
             719               1            8938              0.
             713               1            8939              0.
             765               1            8939              0.
             714               1            8942              0.
             715               1            8942              0.
             715               1            8944              0.
             853               1            8944              0.
             717               1            8946              0.
             716               1            8946              0.
             717               1            8948              0.
             855               1            8948              0.
             718               1            8950              0.
             803               1            8950              0.
             719               1            8952              0.
             861               1            8952              0.
             720               1            8954              0.
             832               1            8954              0.
             720               1            8955              0.
             735               1            8955              0.
             721               1            8959              0.
             722               1            8959              0.
             722               1            8961              0.
             933               1            8961              0.
             723               1            8963              0.
             724               1            8963              0.
             724               1            8965              0.
             934               1            8965              0.
             725               1            8967              0.
            1249               1            8967              0.
             725               1            8968              0.
             775               1            8968              0.
             851               1            8969              0.
             725               1            8969              0.
             727               1            8975              0.
            1247               1            8975              0.
             727               1            8976              0.
             777               1            8976              0.
             852               1            8977              0.
             727               1            8977              0.
             729               1            8982              0.
             815               1            8982              0.
             730               1            8984              0.
             828               1            8984              0.
             865               1            8985              0.
             730               1            8985              0.
             730               1            8986              0.
            1540               1            8986              0.
             731               1            8990              0.
            1525               1            8990              0.
             803               1            8992              0.
             733               1            8992              0.
             734               1            8994              0.
            1223               1            8994              0.
            1224               1            8996              0.
             735               1            8996              0.
             736               1            8998              0.
             808               1            8998              0.
             736               1            8999              0.
             781               1            8999              0.
             738               1            9002              0.
             737               1            9002              0.
             738               1            9004              0.
             879               1            9004              0.
             918               1            9005              0.
             738               1            9005              0.
             739               1            9008              0.
             880               1            9008              0.
             804               1            9009              0.
             739               1            9009              0.
            1522               1            9010              0.
             739               1            9010              0.
             740               1            9014              0.
             778               1            9014              0.
             778               1            9016              0.
             741               1            9016              0.
             779               1            9017              0.
             741               1            9017              0.
             844               1            9020              0.
             742               1            9020              0.
             743               1            9022              0.
             814               1            9022              0.
             892               1            9023              0.
             743               1            9023              0.
             743               1            9024              0.
             998               1            9024              0.
             744               1            9029              0.
             799               1            9029              0.
             745               1            9031              0.
             782               1            9031              0.
             746               1            9033              0.
            1533               1            9033              0.
             780               1            9034              0.
             746               1            9034              0.
            1102               1            9037              0.
             747               1            9037              0.
             793               1            9038              0.
             747               1            9038              0.
             748               1            9039              0.
             747               1            9039              0.
            1147               1            9045              0.
             748               1            9045              0.
             748               1            9046              0.
            1101               1            9046              0.
             749               1            9050              0.
             750               1            9050              0.
             749               1            9051              0.
            1531               1            9051              0.
             749               1            9052              0.
            1512               1            9052              0.
             850               1            9058              0.
             750               1            9058              0.
             750               1            9059              0.
            1086               1            9059              0.
             751               1            9062              0.
             813               1            9062              0.
             968               1            9063              0.
             751               1            9063              0.
             752               1            9067              0.
             841               1            9067              0.
            1551               1            9068              0.
             752               1            9068              0.
             814               1            9069              0.
             752               1            9069              0.
             812               1            9074              0.
             753               1            9074              0.
             755               1            9076              0.
             754               1            9076              0.
             813               1            9077              0.
             754               1            9077              0.
             755               1            9080              0.
            1136               1            9080              0.
             904               1            9081              0.
             755               1            9081              0.
             843               1            9084              0.
             756               1            9084              0.
             842               1            9085              0.
             756               1            9085              0.
             816               1            9086              0.
             756               1            9086              0.
             758               1            9092              0.
             759               1            9092              0.
             758               1            9093              0.
             896               1            9093              0.
             758               1            9094              0.
             811               1            9094              0.
             759               1            9099              0.
             844               1            9099              0.
             760               1            9101              0.
             980               1            9101              0.
             923               1            9102              0.
             760               1            9102              0.
             920               1            9103              0.
             760               1            9103              0.
             761               1            9109              0.
             790               1            9109              0.
             762               1            9111              0.
             817               1            9111              0.
             825               1            9113              0.
             763               1            9113              0.
            1016               1            9114              0.
             763               1            9114              0.
             764               1            9118              0.
             818               1            9118              0.
             765               1            9120              0.
             766               1            9120              0.
             765               1            9121              0.
             787               1            9121              0.
             801               1            9125              0.
             766               1            9125              0.
             767               1            9127              0.
             768               1            9127              0.
             767               1            9128              0.
             845               1            9128              0.
             769               1            9131              0.
            1082               1            9131              0.
             853               1            9132              0.
             769               1            9132              0.
             770               1            9136              0.
            1083               1            9136              0.
             770               1            9137              0.
            1058               1            9137              0.
             771               1            9141              0.
             867               1            9141              0.
             868               1            9143              0.
             772               1            9143              0.
             773               1            9145              0.
             954               1            9145              0.
             774               1            9147              0.
             851               1            9147              0.
             775               1            9149              0.
             871               1            9149              0.
            1168               1            9150              0.
             775               1            9150              0.
             852               1            9153              0.
             776               1            9153              0.
             777               1            9155              0.
            1167               1            9155              0.
             778               1            9157              0.
             809               1            9157              0.
             963               1            9159              0.
             779               1            9159              0.
             780               1            9161              0.
             880               1            9161              0.
             781               1            9163              0.
             806               1            9163              0.
            1524               1            9165              0.
             782               1            9165              0.
             782               1            9166              0.
             879               1            9166              0.
             949               1            9169              0.
             783               1            9169              0.
             950               1            9171              0.
             784               1            9171              0.
             785               1            9173              0.
             860               1            9173              0.
            1518               1            9174              0.
             785               1            9174              0.
             800               1            9175              0.
             785               1            9175              0.
             877               1            9176              0.
             785               1            9176              0.
             913               1            9182              0.
             786               1            9182              0.
             786               1            9183              0.
             877               1            9183              0.
             800               1            9184              0.
             786               1            9184              0.
             801               1            9188              0.
             787               1            9188              0.
             787               1            9189              0.
             864               1            9189              0.
             788               1            9193              0.
            1532               1            9193              0.
             788               1            9194              0.
             826               1            9194              0.
            1016               1            9195              0.
             788               1            9195              0.
             825               1            9196              0.
             788               1            9196              0.
             805               1            9203              0.
             789               1            9203              0.
            1130               1            9205              0.
             790               1            9205              0.
             824               1            9207              0.
             791               1            9207              0.
             792               1            9209              0.
             839               1            9209              0.
             792               1            9210              0.
             793               1            9210              0.
             990               1            9213              0.
             793               1            9213              0.
            1512               1            9215              0.
             794               1            9215              0.
            1019               1            9217              0.
             795               1            9217              0.
             795               1            9218              0.
            1083               1            9218              0.
             795               1            9219              0.
             869               1            9219              0.
             853               1            9224              0.
             796               1            9224              0.
            1082               1            9225              0.
             796               1            9225              0.
             911               1            9228              0.
             797               1            9228              0.
             797               1            9229              0.
             857               1            9229              0.
             798               1            9232              0.
             848               1            9232              0.
            1533               1            9233              0.
             798               1            9233              0.
             800               1            9237              0.
             845               1            9237              0.
            1540               1            9239              0.
             801               1            9239              0.
             804               1            9241              0.
             847               1            9241              0.
             898               1            9243              0.
             805               1            9243              0.
             805               1            9244              0.
             888               1            9244              0.
            1529               1            9245              0.
             805               1            9245              0.
             807               1            9250              0.
             994               1            9250              0.
             993               1            9251              0.
             807               1            9251              0.
             808               1            9254              0.
             965               1            9254              0.
            1012               1            9255              0.
             808               1            9255              0.
             924               1            9259              0.
             810               1            9259              0.
             810               1            9260              0.
             839               1            9260              0.
            1539               1            9263              0.
             811               1            9263              0.
            1538               1            9264              0.
             811               1            9264              0.
             841               1            9268              0.
             812               1            9268              0.
             812               1            9269              0.
            1214               1            9269              0.
             813               1            9273              0.
            1515               1            9273              0.
             816               1            9275              0.
             815               1            9275              0.
            1526               1            9277              0.
             816               1            9277              0.
             819               1            9279              0.
            1125               1            9279              0.
            1046               1            9280              0.
             819               1            9280              0.
             820               1            9283              0.
            1124               1            9283              0.
            1045               1            9284              0.
             820               1            9284              0.
             821               1            9287              0.
             822               1            9287              0.
            1017               1            9288              0.
             821               1            9288              0.
            1108               1            9292              0.
             822               1            9292              0.
             822               1            9293              0.
            1018               1            9293              0.
             823               1            9297              0.
            1549               1            9297              0.
             823               1            9298              0.
            1144               1            9298              0.
             889               1            9299              0.
             823               1            9299              0.
            1549               1            9305              0.
             824               1            9305              0.
             826               1            9307              0.
            1001               1            9307              0.
            1107               1            9308              0.
             826               1            9308              0.
             932               1            9311              0.
             827               1            9311              0.
             827               1            9312              0.
             857               1            9312              0.
            1025               1            9316              0.
             828               1            9316              0.
            1024               1            9317              0.
             828               1            9317              0.
            1520               1            9321              0.
             829               1            9321              0.
            1024               1            9322              0.
             829               1            9322              0.
            1025               1            9323              0.
             829               1            9323              0.
             955               1            9328              0.
             830               1            9328              0.
             830               1            9329              0.
             859               1            9329              0.
             832               1            9332              0.
            1224               1            9332              0.
             860               1            9333              0.
             832               1            9333              0.
             833               1            9336              0.
            1223               1            9336              0.
             833               1            9337              0.
             861               1            9337              0.
             862               1            9340              0.
             834               1            9340              0.
             834               1            9341              0.
             835               1            9341              0.
             835               1            9345              0.
            1015               1            9345              0.
             836               1            9347              0.
             969               1            9347              0.
             838               1            9349              0.
             837               1            9349              0.
            1545               1            9350              0.
             837               1            9350              0.
             838               1            9354              0.
             912               1            9354              0.
             838               1            9355              0.
             873               1            9355              0.
             891               1            9359              0.
             839               1            9359              0.
             875               1            9361              0.
             840               1            9361              0.
             841               1            9363              0.
            1269               1            9363              0.
             894               1            9365              0.
             842               1            9365              0.
            1526               1            9366              0.
             842               1            9366              0.
             843               1            9369              0.
             894               1            9369              0.
             844               1            9371              0.
             998               1            9371              0.
             938               1            9372              0.
             844               1            9372              0.
             983               1            9376              0.
             846               1            9376              0.
             992               1            9378              0.
             847               1            9378              0.
             991               1            9379              0.
             847               1            9379              0.
             881               1            9380              0.
             847               1            9380              0.
             927               1            9385              0.
             848               1            9385              0.
            1556               1            9386              0.
             848               1            9386              0.
             848               1            9387              0.
            1546               1            9387              0.
            1147               1            9392              0.
             849               1            9392              0.
             849               1            9393              0.
            1225               1            9393              0.
             851               1            9397              0.
             871               1            9397              0.
             868               1            9398              0.
             851               1            9398              0.
             867               1            9401              0.
             852               1            9401              0.
            1046               1            9403              0.
             854               1            9403              0.
             854               1            9404              0.
            1014               1            9404              0.
             869               1            9407              0.
             855               1            9407              0.
            1045               1            9409              0.
             856               1            9409              0.
            1013               1            9410              0.
             856               1            9410              0.
             857               1            9413              0.
             926               1            9413              0.
             858               1            9415              0.
            1521               1            9415              0.
             883               1            9417              0.
             859               1            9417              0.
            1530               1            9418              0.
             859               1            9418              0.
             859               1            9419              0.
             884               1            9419              0.
             862               1            9424              0.
             908               1            9424              0.
             862               1            9425              0.
            1135               1            9425              0.
             862               1            9426              0.
            1015               1            9426              0.
             864               1            9431              0.
            1555               1            9431              0.
             864               1            9432              0.
             876               1            9432              0.
             864               1            9433              0.
            1540               1            9433              0.
             865               1            9438              0.
            1494               1            9438              0.
             971               1            9440              0.
             866               1            9440              0.
             869               1            9442              0.
            1013               1            9442              0.
            1124               1            9444              0.
             870               1            9444              0.
             975               1            9445              0.
             870               1            9445              0.
             975               1            9448              0.
             871               1            9448              0.
             872               1            9450              0.
            1318               1            9450              0.
             872               1            9451              0.
            1126               1            9451              0.
            1545               1            9454              0.
             873               1            9454              0.
             873               1            9455              0.
            1171               1            9455              0.
             976               1            9458              0.
             874               1            9458              0.
             874               1            9459              0.
            1183               1            9459              0.
             874               1            9460              0.
             929               1            9460              0.
            1525               1            9461              0.
             874               1            9461              0.
            1135               1            9468              0.
             875               1            9468              0.
             876               1            9470              0.
             906               1            9470              0.
            1585               1            9472              0.
             878               1            9472              0.
             878               1            9473              0.
             892               1            9473              0.
             881               1            9476              0.
             992               1            9476              0.
             947               1            9478              0.
             882               1            9478              0.
             882               1            9479              0.
            1024               1            9479              0.
             972               1            9482              0.
             883               1            9482              0.
             885               1            9484              0.
            1519               1            9484              0.
            1044               1            9486              0.
             886               1            9486              0.
             888               1            9488              0.
             887               1            9488              0.
            1529               1            9489              0.
             887               1            9489              0.
             888               1            9492              0.
             897               1            9492              0.
             889               1            9494              0.
             899               1            9494              0.
            1582               1            9495              0.
             889               1            9495              0.
             989               1            9499              0.
             890               1            9499              0.
             937               1            9501              0.
             892               1            9501              0.
             893               1            9503              0.
            1585               1            9503              0.
            1215               1            9505              0.
             894               1            9505              0.
            1502               1            9506              0.
             894               1            9506              0.
            1526               1            9510              0.
             895               1            9510              0.
            1057               1            9512              0.
             896               1            9512              0.
            1539               1            9513              0.
             896               1            9513              0.
            1052               1            9517              0.
             897               1            9517              0.
             900               1            9518              0.
             897               1            9518              0.
             898               1            9522              0.
            1130               1            9522              0.
            1035               1            9524              0.
             899               1            9524              0.
             899               1            9525              0.
            1583               1            9525              0.
             899               1            9526              0.
            1144               1            9526              0.
             900               1            9531              0.
            1316               1            9531              0.
             900               1            9532              0.
             966               1            9532              0.
             901               1            9536              0.
             944               1            9536              0.
             901               1            9537              0.
            1136               1            9537              0.
            1136               1            9540              0.
             902               1            9540              0.
             903               1            9542              0.
            1178               1            9542              0.
             903               1            9543              0.
            1110               1            9543              0.
            1178               1            9547              0.
             904               1            9547              0.
            1111               1            9549              0.
             905               1            9549              0.
             905               1            9550              0.
             970               1            9550              0.
            1091               1            9551              0.
             905               1            9551              0.
             936               1            9556              0.
             906               1            9556              0.
            1555               1            9557              0.
             906               1            9557              0.
            1594               1            9558              0.
             906               1            9558              0.
             907               1            9563              0.
             971               1            9563              0.
            1558               1            9564              0.
             907               1            9564              0.
             907               1            9565              0.
            1105               1            9565              0.
             908               1            9571              0.
            1081               1            9571              0.
            1395               1            9572              0.
             908               1            9572              0.
            1198               1            9575              0.
             909               1            9575              0.
            1081               1            9576              0.
             909               1            9576              0.
            1432               1            9579              0.
             910               1            9579              0.
             910               1            9580              0.
             975               1            9580              0.
             940               1            9583              0.
             912               1            9583              0.
